pname,year,epa,wpa,asst,ff,g,int,pd,qbhit,rank,sc,sk,skyd,tf,team,tkl,tklloss,probowl,firstteam,secondteam
S.Phillips,2008,54.0,2.03,23,1,16,0,4,15,1,57,9,39,0.7,SD,53,7,0.0,0.0,0.0
J.Vilma,2008,48.7,2.0,34,2,16,1,6,4,2,80,1,5,1.35,NO,98,4,0.0,0.0,0.0
T.Davis,2008,58.8,1.87,21,2,16,0,6,6,3,68,4,25,1.19,CAR,93,12,0.0,0.0,0.0
T.Suggs,2008,72.2,1.85,15,2,16,2,9,14,4,73,9,70,0.79,BLT,54,19,1.0,0.0,1.0
L.Briggs,2008,73.8,1.82,20,1,16,3,11,2,5,79,1,7,1.08,CHI,90,8,1.0,0.0,0.0
K.Dansby,2008,56.4,1.81,24,2,16,2,5,3,6,69,4,39,1.26,ARZ,95,12,0.0,0.0,0.0
D.Ryans,2008,45.8,1.75,26,2,16,0,4,4,7,72,1,9,1.16,HST,86,6,0.0,0.0,0.0
P.Willis,2008,51.2,1.73,32,1,16,1,10,3,8,75,1,5,1.42,SF,109,8,1.0,0.0,1.0
L.Woodley,2008,58.7,1.72,19,2,15,1,2,17,9,52,12,85,0.61,PIT,41,16,0.0,0.0,0.0
R.Lewis,2008,72.0,1.7,33,2,16,3,9,12,10,79,4,33,1.34,BLT,85,9,1.0,1.0,0.0
J.Farrior,2008,57.7,1.7,44,1,16,0,5,6,11,90,5,24,1.27,PIT,89,9,1.0,0.0,1.0
C.Greenway,2008,50.1,1.54,29,3,16,0,5,7,12,68,6,29,1.23,MIN,84,11,0.0,0.0,0.0
B.Ruud,2008,51.1,1.54,35,0,16,2,6,5,13,70,3,20,1.48,TB,102,6,0.0,0.0,0.0
J.Peterson,2008,49.5,1.51,21,4,16,0,5,8,14,61,5,42,0.82,SEA,65,6,1.0,0.0,0.0
C.Crowder,2008,40.0,1.5,21,1,15,0,6,4,15,65,0,0,1.32,MIA,92,6,0.0,0.0,0.0
L.Fletcher,2008,47.0,1.46,37,1,16,0,6,3,16,76,1,1,1.37,WAS,96,7,0.0,0.0,0.0
J.Beason,2008,50.4,1.45,28,0,16,3,8,1,17,82,0,0,1.44,CAR,110,3,1.0,1.0,0.0
C.Pace,2008,54.5,1.4,18,5,16,0,3,7,18,52,8,45,0.72,NYJ,62,12,0.0,0.0,0.0
D.Jackson,2008,52.1,1.37,59,0,16,3,6,4,19,84,3,11,1.42,CLV,95,3,0.0,0.0,0.0
P.Posluszny,2008,50.0,1.34,23,1,16,1,6,3,20,65,0,0,1.1,BUF,87,3,0.0,0.0,0.0
M.Vrabel,2008,36.9,1.33,22,1,16,1,4,9,21,54,4,23,0.62,NE,40,10,0.0,0.0,0.0
B.Leber,2008,42.2,1.31,17,1,16,2,7,3,22,42,2,10,0.67,MIN,45,4,0.0,0.0,0.0
Dh.Jones,2008,39.0,1.29,41,1,16,1,8,3,23,63,0,0,1.06,CIN,73,6,0.0,0.0,0.0
D.Harris,2008,19.4,1.29,23,0,11,0,1,3,24,38,2,9,1.0,NYJ,53,1,0.0,0.0,0.0
C.Lofton,2008,37.2,1.27,27,1,16,0,2,2,25,54,1,7,0.92,ATL,60,5,0.0,0.0,0.0
S.Tulloch,2008,36.5,1.26,18,0,16,0,2,1,26,50,1,8,0.75,TEN,59,4,0.0,0.0,0.0
D.Johnson,2008,43.1,1.26,17,4,14,1,6,2,27,56,2,13,0.91,KC,68,6,0.0,0.0,0.0
R.McIntosh,2008,37.4,1.25,27,2,16,1,5,5,28,51,3,13,0.91,WAS,61,3,0.0,0.0,0.0
B.Johnson,2008,39.0,1.25,35,0,15,2,4,3,29,48,2,5,0.76,CIN,42,6,0.0,0.0,0.0
S.Cooper,2008,35.6,1.24,26,0,12,4,6,2,30,49,2,5,1.2,SD,72,3,0.0,0.0,0.0
K.Mitchell,2008,35.6,1.24,25,2,16,2,3,7,31,41,4,28,0.82,BUF,57,10,0.0,0.0,0.0
D.Ware,2008,60.8,1.23,15,6,16,0,2,28,32,76,20,113,0.88,DAL,69,27,1.0,1.0,0.0
J.Porter,2008,47.6,1.23,11,4,15,0,1,24,33,43,19,96,0.56,MIA,37,18,1.0,0.0,1.0
T.Howard,2008,35.0,1.22,17,2,16,1,5,1,34,59,1,8,0.93,OAK,80,8,0.0,0.0,0.0
B.Scott,2008,38.6,1.21,21,2,16,0,5,8,35,66,2,12,0.94,BLT,62,9,0.0,0.0,0.0
D.Thornton,2008,37.6,1.2,18,2,15,0,6,2,36,55,0,0,0.81,TEN,60,6,0.0,0.0,0.0
P.Lenon,2008,37.1,1.19,41,2,16,0,3,3,37,67,2,6,1.15,DET,81,7,0.0,0.0,0.0
G.Brackett,2008,36.3,1.19,29,1,12,0,1,1,38,58,0,0,1.18,IND,71,1,0.0,0.0,0.0
L.Tatupu,2008,33.2,1.17,25,1,15,1,4,4,39,60,0,0,0.96,SEA,69,3,0.0,0.0,0.0
A.Ayodele,2008,37.2,1.11,16,0,16,2,4,0,40,53,0,0,0.81,MIA,58,2,0.0,0.0,0.0
B.Urlacher,2008,45.1,1.1,14,0,16,2,10,3,41,58,0,0,0.92,CHI,79,10,0.0,0.0,0.0
M.Roth,2008,36.5,1.1,7,2,16,0,4,6,42,43,5,27,0.58,MIA,46,9,0.0,0.0,0.0
T.Spikes,2008,37.5,1.1,35,2,16,3,6,4,43,55,1,6,0.97,SF,61,3,0.0,0.0,0.0
D.Brooks,2008,39.4,1.08,15,1,16,1,7,0,44,56,0,0,0.79,TB,58,7,1.0,0.0,0.0
J.Winborn,2008,37.2,1.07,24,0,14,0,11,2,45,62,1,3,1.07,DEN,71,5,0.0,0.0,0.0
P.Tinoisamoa,2008,43.1,1.07,15,2,16,0,2,5,46,55,3,19,1.06,SL,83,10,0.0,0.0,0.0
K.Wimbley,2008,36.2,1.06,14,1,16,1,2,9,47,44,4,18,0.59,CLV,50,7,0.0,0.0,0.0
B.James,2008,48.0,1.04,36,3,16,0,4,12,48,71,8,50,1.23,DAL,81,15,0.0,0.0,0.0
S.Bradley,2008,43.9,1.01,22,1,16,1,6,4,49,64,1,6,1.17,PHI,86,10,0.0,0.0,0.0
C.June,2008,28.5,0.99,18,0,16,1,2,0,50,38,0,0,0.72,TB,49,3,0.0,0.0,0.0
K.Brooking,2008,32.6,0.99,31,0,16,0,4,2,51,56,0,0,1.07,ATL,71,2,0.0,0.0,0.0
E.Barton,2008,32.3,0.99,26,1,16,0,4,4,52,66,2,4,1.08,NYJ,93,2,0.0,0.0,0.0
O.Gaither,2008,28.1,0.97,8,1,13,0,6,3,53,41,3,17,0.72,PHI,46,10,0.0,0.0,0.0
G.Ellis,2008,30.1,0.97,11,0,16,1,1,16,54,29,9,42,0.38,DAL,25,7,0.0,0.0,0.0
S.Fujita,2008,22.1,0.96,18,1,14,2,3,0,55,45,0,0,0.93,NO,62,5,0.0,0.0,0.0
C.Okeafor,2008,27.3,0.94,10,1,16,1,3,9,56,46,5,14,0.63,ARZ,50,9,0.0,0.0,0.0
K.Bulluck,2008,34.6,0.92,23,1,16,0,6,1,57,54,1,4,0.95,TEN,75,6,0.0,0.0,0.0
B.Thomas,2008,34.8,0.9,19,3,16,0,1,6,58,41,6,32,0.53,NYJ,40,11,0.0,0.0,0.0
D.Williams,2008,32.8,0.9,25,0,11,0,2,4,59,55,3,13,1.33,DEN,68,9,0.0,0.0,0.0
D.Williams,2008,19.6,0.47,13,1,15,0,1,1,99,34,0,0,0.55,KC,42,4,0.0,0.0,0.0
J.Mayo,2008,34.4,0.89,28,1,16,0,4,1,60,57,0,0,1.27,NE,98,5,0.0,0.0,0.0
M.Boley,2008,25.1,0.88,10,0,15,1,9,1,61,41,0,0,0.81,ATL,62,2,0.0,0.0,0.0
K.Morrison,2008,36.0,0.87,36,2,16,1,1,1,62,78,1,1,1.3,OAK,100,2,0.0,0.0,0.0
S.Shanle,2008,31.0,0.87,27,1,16,0,5,3,63,53,2,12,0.89,NO,60,7,0.0,0.0,0.0
J.Johnson,2008,39.5,0.87,12,2,15,0,3,8,64,50,6,32,0.69,BLT,45,10,0.0,0.0,0.0
F.Keiaho,2008,24.3,0.85,26,0,14,0,0,2,65,51,0,0,1.06,IND,78,5,0.0,0.0,0.0
W.McGinest,2008,24.4,0.84,13,0,14,0,2,7,66,43,1,0,0.6,CLV,44,5,0.0,0.0,0.0
A.Davis,2008,27.6,0.83,28,0,16,1,3,0,67,51,0,0,0.83,CLV,62,6,0.0,0.0,0.0
J.Durant,2008,22.5,0.82,8,0,14,0,5,1,68,42,0,0,0.93,JAX,61,8,0.0,0.0,0.0
L.Timmons,2008,37.7,0.8,22,1,16,1,3,12,69,37,5,43,0.54,PIT,35,7,0.0,0.0,0.0
B.Poppinga,2008,25.4,0.78,21,0,15,0,1,2,70,42,0,0,0.74,GB,47,4,0.0,0.0,0.0
L.Foote,2008,23.6,0.77,29,1,16,0,3,5,71,44,2,9,0.6,PIT,34,3,0.0,0.0,0.0
L.Hill,2008,31.9,0.75,20,0,12,0,3,2,72,53,1,2,1.03,SEA,61,8,0.0,0.0,0.0
G.Hayes,2008,49.3,0.75,22,4,23,0,5,3,73,59,1,3,0.68,ARZ,70,6,0.0,0.0,0.0
C.Session,2008,26.2,0.74,18,3,16,0,0,0,74,43,0,0,0.81,IND,73,11,0.0,0.0,0.0
C.Gocong,2008,24.5,0.74,15,1,16,0,5,3,75,37,2,17,0.52,PHI,33,6,0.0,0.0,0.0
A.Hawk,2008,24.0,0.73,19,0,15,0,1,4,76,48,3,16,0.94,GB,67,4,0.0,0.0,0.0
T.Dobbins,2008,23.9,0.71,10,3,16,1,4,0,77,24,0,0,0.42,SD,36,1,0.0,0.0,0.0
A.Pierce,2008,23.6,0.7,22,2,15,0,2,1,78,47,1,9,1.04,NYG,72,5,0.0,0.0,0.0
N.Webster,2008,30.7,0.7,24,1,12,0,3,2,79,48,2,9,0.97,DEN,50,4,0.0,0.0,0.0
M.Peterson,2008,21.3,0.69,14,0,15,0,0,3,80,46,1,7,1.05,JAX,70,1,0.0,0.0,0.0
J.Tucker,2008,19.2,0.69,9,0,12,0,1,7,81,22,6,37,0.44,SD,27,8,0.0,0.0,0.0
B.Bailey,2008,14.3,0.64,9,1,5,0,0,1,82,23,0,0,1.26,DEN,31,1,0.0,0.0,0.0
W.Witherspoon,2008,25.6,0.63,15,0,14,1,3,3,83,39,1,10,0.89,SL,57,3,0.0,0.0,0.0
D.Smith,2008,20.0,0.62,10,1,14,0,3,4,84,43,3,16,0.94,JAX,60,5,0.0,0.0,0.0
N.Harris,2008,14.4,0.62,8,0,9,0,0,1,85,20,1,7,0.62,MIN,24,4,0.0,0.0,0.0
C.Ingram,2008,18.2,0.61,4,1,15,0,0,3,86,21,2,5,0.41,JAX,29,6,0.0,0.0,0.0
P.Haralson,2008,22.8,0.61,11,0,14,0,2,9,87,25,9,45,0.43,SF,26,10,0.0,0.0,0.0
E.Sims,2008,28.0,0.57,42,0,16,0,1,2,88,53,2,5,1.06,DET,71,4,0.0,0.0,0.0
N.Diggs,2008,17.8,0.56,9,0,15,1,2,3,89,31,1,6,0.53,CAR,39,3,0.0,0.0,0.0
Z.Diles,2008,20.7,0.55,19,1,8,1,2,1,90,33,1,9,1.36,HST,47,3,0.0,0.0,0.0
K.Ellison,2008,18.3,0.55,24,0,16,0,2,0,91,35,0,0,0.71,BUF,47,2,0.0,0.0,0.0
B.Chillar,2008,29.1,0.54,9,1,14,0,8,5,92,43,1,5,0.69,GB,50,3,0.0,0.0,0.0
T.Bruschi,2008,16.8,0.54,37,0,13,0,1,1,93,48,0,0,0.94,NE,39,4,0.0,0.0,0.0
R.Jeanty,2008,22.6,0.54,32,2,16,0,2,2,94,53,0,0,0.8,CIN,54,5,0.0,0.0,0.0
M.Washington,2008,15.2,0.53,19,3,10,0,1,1,95,21,0,0,0.73,WAS,25,3,0.0,0.0,0.0
B.Kehl,2008,11.4,0.52,9,0,10,1,1,1,96,19,1,8,0.52,NYG,22,2,0.0,0.0,0.0
N.Roach,2008,11.1,0.5,9,0,14,0,2,0,97,22,0,0,0.38,CHI,25,3,0.0,0.0,0.0
D.Clark,2008,21.1,0.49,26,1,16,0,1,1,98,48,0,0,0.7,NYG,41,6,0.0,0.0,0.0
L.Woodley,2009,50.8,2.09,12,1,16,0,6,21,0,52,14,81,0.66,PIT,50,19,1.0,0.0,1.0
P.Posluszny,2009,51.8,2.07,23,3,12,3,4,5,1,62,1,10,1.2,BUF,87,5,0.0,0.0,0.0
P.Willis,2009,65.0,2.0,38,3,16,3,8,11,2,91,5,22,1.52,SF,113,13,1.0,1.0,0.0
J.Vilma,2009,50.7,1.97,23,0,15,3,8,9,3,66,2,11,1.12,NO,86,10,1.0,0.0,0.0
D.Harris,2009,53.5,1.93,45,2,16,2,3,13,4,79,6,51,1.27,NYJ,81,4,0.0,0.0,0.0
G.Hayes,2009,80.2,1.91,31,2,29,2,6,12,5,112,3,22,0.92,ARZ,129,22,0.0,0.0,0.0
J.Beason,2009,65.1,1.87,30,1,16,3,7,5,6,83,3,20,1.46,CAR,112,14,1.0,0.0,1.0
J.Harrison,2009,57.4,1.85,19,5,16,0,2,13,7,68,10,62,0.84,PIT,60,14,1.0,0.0,1.0
G.Brackett,2009,43.3,1.85,19,0,14,1,5,7,8,60,1,7,0.97,IND,80,4,0.0,0.0,0.0
L.Fletcher,2009,49.9,1.84,47,1,16,1,6,3,9,78,2,2,1.39,WAS,95,7,1.0,0.0,0.0
C.Session,2009,40.1,1.84,19,1,14,2,5,4,10,59,1,5,0.99,IND,82,3,0.0,0.0,0.0
R.Lewis,2009,56.4,1.8,39,2,16,0,7,7,11,80,3,16,1.32,BLT,94,10,1.0,1.0,0.0
J.Farrior,2009,41.2,1.79,34,1,16,1,5,6,12,62,3,21,1.09,PIT,68,4,0.0,0.0,0.0
L.Timmons,2009,44.0,1.67,21,4,14,0,4,7,13,56,7,67,0.93,PIT,55,7,0.0,0.0,0.0
D.Williams,2009,60.9,1.65,22,3,16,0,7,5,14,79,4,25,1.24,DEN,99,13,0.0,0.0,0.0
D.Williams,2009,30.0,0.96,22,0,16,0,6,0,59,66,0,0,1.15,KC,95,3,0.0,0.0,0.0
E.Dumervil,2009,45.0,1.64,7,4,16,0,3,18,15,41,17,86,0.49,DEN,41,13,1.0,1.0,0.0
A.Spencer,2009,53.7,1.63,17,2,16,1,7,22,16,63,7,56,0.73,DAL,50,13,0.0,0.0,0.0
S.Tulloch,2009,45.7,1.6,27,0,15,0,1,5,17,71,2,16,1.18,TEN,93,9,0.0,0.0,0.0
B.Cushing,2009,74.8,1.56,47,2,16,4,10,13,18,86,6,41,1.37,HST,87,13,1.0,0.0,0.0
M.Lawson,2009,55.1,1.56,17,3,16,0,2,16,19,67,7,38,0.67,SF,49,9,0.0,0.0,0.0
D.Smith,2009,62.4,1.54,22,3,16,1,6,5,20,72,2,8,1.09,JAX,84,6,0.0,0.0,0.0
D.Ware,2009,54.9,1.51,12,5,16,0,6,22,21,60,11,51,0.62,DAL,45,9,1.0,1.0,0.0
M.Peterson,2009,51.4,1.51,26,2,16,1,7,2,22,58,1,3,1.09,ATL,82,7,0.0,0.0,0.0
B.James,2009,38.5,1.48,33,1,16,0,5,5,23,73,2,16,1.23,DAL,80,6,0.0,0.0,0.0
B.Ruud,2009,46.4,1.48,36,1,16,1,7,0,24,81,0,0,1.37,TB,107,3,0.0,0.0,0.0
S.Phillips,2009,53.5,1.47,12,7,16,0,3,10,25,52,7,45,0.58,SD,47,9,0.0,0.0,0.0
D.Bowens,2009,48.9,1.46,23,1,16,1,5,10,26,52,7,42,0.66,CLV,49,6,0.0,0.0,0.0
C.Greenway,2009,53.3,1.45,19,1,16,3,6,1,27,56,0,0,1.1,MIN,79,3,0.0,0.0,0.0
L.Foote,2009,53.2,1.4,29,1,14,0,4,3,28,69,2,11,1.08,DET,70,11,0.0,0.0,0.0
Dh.Jones,2009,38.8,1.39,36,1,15,0,4,6,29,57,4,26,1.16,CIN,70,7,0.0,0.0,0.0
T.Suggs,2009,45.9,1.35,15,1,13,0,5,6,30,55,5,33,0.72,BLT,44,9,0.0,0.0,0.0
D.Johnson,2009,40.8,1.35,7,1,13,3,5,2,31,25,2,8,0.4,KC,26,2,0.0,0.0,0.0
K.Brooking,2009,39.2,1.31,31,0,15,0,7,9,32,74,4,25,1.23,DAL,75,7,0.0,0.0,0.0
H.Hillenmeyer,2009,42.4,1.3,25,4,13,1,4,5,33,51,2,14,1.06,CHI,62,4,0.0,0.0,0.0
J.Porter,2009,28.6,1.28,7,1,13,0,1,13,34,35,10,47,0.55,MIA,34,10,0.0,0.0,0.0
A.Davis,2009,41.8,1.26,24,0,15,0,3,6,35,70,4,27,1.0,DEN,68,14,0.0,0.0,0.0
D.Ryans,2009,47.1,1.25,30,1,16,0,2,5,36,73,1,7,1.26,HST,93,14,1.0,0.0,0.0
D.Hawthorne,2009,58.5,1.24,23,1,14,3,5,5,37,72,3,17,1.3,SEA,92,10,0.0,0.0,0.0
L.Briggs,2009,39.9,1.24,18,0,14,1,5,5,38,72,3,21,1.19,CHI,87,8,1.0,0.0,1.0
C.Matthews,2009,57.3,1.21,13,1,16,0,7,21,39,54,10,63,0.55,GB,36,17,1.0,0.0,0.0
B.Thomas,2009,39.4,1.19,12,1,16,0,1,7,40,51,3,15,0.54,NYJ,41,6,0.0,0.0,0.0
C.Pace,2009,40.5,1.18,10,3,12,0,1,6,41,41,8,54,0.76,NYJ,46,13,0.0,0.0,0.0
K.Wimbley,2009,32.0,1.18,22,1,15,0,1,14,42,47,7,50,0.67,CLV,46,7,0.0,0.0,0.0
K.Morrison,2009,47.9,1.17,24,3,16,0,0,2,43,72,2,3,1.32,OAK,109,10,0.0,0.0,0.0
Z.Diles,2009,36.0,1.17,16,2,15,0,1,1,44,42,0,0,0.67,HST,45,7,0.0,0.0,0.0
C.Lofton,2009,35.9,1.15,27,2,16,0,2,1,45,71,0,0,1.31,ATL,103,4,0.0,0.0,0.0
J.Johnson,2009,34.2,1.14,14,1,14,2,4,9,46,46,6,45,0.57,BLT,36,9,0.0,0.0,0.0
K.Dansby,2009,42.6,1.13,20,1,15,1,4,6,47,63,2,4,1.21,ARZ,89,7,0.0,0.0,0.0
A.Curry,2009,43.7,1.07,7,2,14,0,6,8,48,49,2,3,0.68,SEA,53,6,0.0,0.0,0.0
N.Roach,2009,31.3,1.06,14,3,15,0,3,2,49,47,2,21,0.65,CHI,48,8,0.0,0.0,0.0
R.McIntosh,2009,34.9,1.06,30,2,16,2,4,3,50,57,0,0,0.92,WAS,64,4,0.0,0.0,0.0
J.Laurinaitis,2009,45.1,1.04,13,0,16,2,5,6,51,72,2,15,1.27,SL,107,7,0.0,0.0,0.0
N.Barnett,2009,38.7,1.02,24,0,16,0,7,4,52,71,4,30,1.18,GB,81,12,0.0,0.0,0.0
T.Banta-Cain,2009,37.5,0.98,19,2,15,0,2,15,53,47,10,70,0.56,NE,35,12,0.0,0.0,0.0
M.Vrabel,2009,31.7,0.97,9,2,14,0,5,1,54,39,2,11,0.6,KC,44,2,0.0,0.0,0.0
C.Haggans,2009,40.8,0.96,17,2,16,0,1,10,55,58,7,27,0.76,ARZ,56,5,0.0,0.0,0.0
P.Haralson,2009,38.8,0.96,11,0,16,0,2,15,56,41,6,35,0.43,SF,32,12,0.0,0.0,0.0
K.Bulluck,2009,45.2,0.96,27,0,14,3,7,0,57,61,0,0,1.13,TEN,81,3,0.0,0.0,0.0
T.Hali,2009,35.0,0.96,15,4,16,0,1,9,58,49,9,46,0.61,KC,47,9,0.0,0.0,0.0
D.Levy,2009,47.2,0.92,24,1,15,1,5,3,60,57,0,0,0.8,DET,55,7,0.0,0.0,0.0
J.Taylor,2009,32.3,0.91,9,3,15,1,5,7,61,44,7,35,0.48,MIA,33,9,0.0,0.0,0.0
T.Davis,2009,33.7,0.91,10,0,7,2,5,2,62,40,2,20,1.41,CAR,50,7,0.0,0.0,0.0
B.Siler,2009,31.0,0.9,13,0,16,1,2,2,63,40,2,19,0.55,SD,43,6,0.0,0.0,0.0
M.Boley,2009,28.9,0.89,19,0,11,0,8,3,64,50,2,9,1.23,NYG,66,10,0.0,0.0,0.0
E.Henderson,2009,35.4,0.89,19,0,12,0,1,7,65,54,2,10,1.22,MIN,63,8,0.0,0.0,0.0
Q.Black,2009,30.4,0.88,14,0,16,1,4,3,66,46,2,5,0.72,TB,61,9,0.0,0.0,0.0
M.Haggan,2009,36.0,0.87,10,3,16,0,1,4,67,39,1,10,0.56,DEN,45,9,0.0,0.0,0.0
T.Dobbins,2009,25.0,0.86,14,1,13,1,1,1,68,29,1,7,0.62,SD,37,2,0.0,0.0,0.0
A.Hawk,2009,31.5,0.84,22,0,15,2,2,2,69,46,1,7,1.02,GB,63,9,0.0,0.0,0.0
T.Spikes,2009,30.7,0.83,18,0,14,0,1,4,70,47,3,18,0.85,SF,56,7,0.0,0.0,0.0
B.Scott,2009,22.5,0.83,16,0,11,0,1,9,71,48,1,15,0.94,NYJ,48,8,0.0,0.0,0.0
J.Mayo,2009,29.4,0.83,33,1,13,0,0,4,72,52,2,15,1.23,NE,70,2,0.0,0.0,0.0
G.Guyton,2009,26.4,0.8,29,0,16,0,4,8,73,49,2,10,0.83,NE,56,1,0.0,0.0,0.0
T.Howard,2009,29.5,0.79,7,1,16,0,6,3,74,50,2,8,0.78,OAK,72,11,0.0,0.0,0.0
A.Kampman,2009,31.9,0.79,11,1,9,0,0,16,75,35,4,13,0.84,GB,31,5,0.0,0.0,0.0
C.Mays,2009,30.8,0.77,19,0,16,0,2,2,76,59,0,0,0.82,KC,64,2,0.0,0.0,0.0
S.Shanle,2009,38.3,0.75,12,0,14,2,3,0,77,40,0,0,0.75,NO,56,3,0.0,0.0,0.0
R.Maualuga,2009,18.9,0.74,24,2,13,0,2,0,78,36,1,8,0.72,CIN,33,6,0.0,0.0,0.0
S.Nicholas,2009,21.3,0.74,12,1,16,0,3,4,79,37,3,32,0.68,ATL,55,4,0.0,0.0,0.0
W.Witherspoon,2009,25.5,0.71,7,1,11,1,5,1,80,31,1,2,0.89,PHI,51,3,0.0,0.0,0.0
K.Burnett,2009,23.2,0.71,15,0,11,0,1,5,81,33,3,20,0.89,SD,47,6,0.0,0.0,0.0
J.Durant,2009,25.9,0.7,17,1,13,1,2,2,82,51,1,6,1.23,JAX,81,3,0.0,0.0,0.0
B.Johnson,2009,24.5,0.7,15,0,12,0,4,4,83,30,2,12,0.61,CIN,30,2,0.0,0.0,0.0
K.Ellison,2009,17.7,0.69,27,0,7,0,2,1,84,36,0,0,1.18,BUF,36,3,0.0,0.0,0.0
C.Draft,2009,20.1,0.68,12,0,10,1,1,2,85,25,1,16,0.53,BUF,28,3,0.0,0.0,0.0
C.Ingram,2009,16.5,0.67,10,0,13,0,0,5,86,32,1,7,0.66,JAX,42,5,0.0,0.0,0.0
W.Woodyard,2009,14.3,0.65,10,1,15,1,2,2,87,21,0,0,0.38,DEN,25,2,0.0,0.0,0.0
S.Cooper,2009,25.8,0.64,31,2,14,0,8,0,88,44,0,0,1.14,SD,70,2,0.0,0.0,0.0
J.Peterson,2009,43.9,0.64,27,5,16,0,4,7,89,48,5,22,0.72,DET,48,3,0.0,0.0,0.0
T.Gooden,2009,9.2,0.64,8,0,12,0,1,2,90,24,0,0,0.53,BLT,32,2,0.0,0.0,0.0
J.Williams,2009,15.8,0.62,8,0,12,0,3,1,91,27,0,0,0.51,CHI,31,0,0.0,0.0,0.0
J.Anderson,2009,21.0,0.62,18,0,13,0,1,1,92,36,1,8,0.73,CAR,40,3,0.0,0.0,0.0
C.Crowder,2009,19.6,0.61,8,0,12,1,2,2,93,33,1,3,0.74,MIA,43,3,0.0,0.0,0.0
K.Maiava,2009,19.0,0.61,10,1,12,0,2,4,94,26,3,6,0.49,CLV,30,1,0.0,0.0,0.0
A.Ayodele,2009,21.9,0.6,10,1,16,0,0,2,95,38,0,0,0.76,MIA,60,3,0.0,0.0,0.0
S.Merriman,2009,17.9,0.59,10,0,12,0,0,6,96,23,4,25,0.47,SD,26,5,0.0,0.0,0.0
B.Leber,2009,28.0,0.58,8,1,15,0,5,4,97,35,3,19,0.55,MIN,38,5,0.0,0.0,0.0
E.Barton,2009,19.0,0.54,22,0,8,0,2,2,98,37,0,0,1.06,CLV,36,1,0.0,0.0,0.0
A.Pierce,2009,25.1,0.53,15,1,9,0,3,2,99,39,0,0,0.96,NYG,39,4,0.0,0.0,0.0
J.Harrison,2010,83.1,2.71,32,6,19,1,6,23,0,105,15,102,1.0,PIT,83,19,1.0,1.0,0.0
L.Timmons,2010,74.2,2.66,40,2,19,2,11,7,1,116,3,10,1.34,PIT,114,11,0.0,0.0,0.0
L.Woodley,2010,77.3,2.48,18,3,19,2,6,17,2,63,12,80,0.51,PIT,41,12,0.0,0.0,0.0
G.Hayes,2010,74.1,2.34,20,1,21,0,4,6,3,86,4,13,0.88,TB,91,17,0.0,0.0,0.0
R.Lewis,2010,61.7,2.33,41,3,18,2,4,5,4,92,3,18,1.35,BLT,111,5,1.0,0.0,1.0
D.Harris,2010,66.2,2.24,35,0,19,1,4,8,5,82,3,23,1.17,NYJ,94,8,0.0,0.0,0.0
L.Fletcher,2010,68.0,2.19,49,3,16,1,11,3,6,88,3,21,1.18,WAS,87,4,1.0,0.0,0.0
J.Farrior,2010,58.4,2.03,35,1,19,0,6,9,7,96,6,29,1.08,PIT,89,11,0.0,0.0,0.0
C.Lofton,2010,45.4,1.95,29,3,16,1,3,3,8,65,2,16,1.32,ATL,97,4,0.0,0.0,0.0
C.Wake,2010,58.1,1.94,10,3,16,0,4,28,9,58,15,91,0.63,MIA,48,21,1.0,0.0,1.0
B.Urlacher,2010,66.5,1.93,30,1,18,2,11,6,10,87,6,34,1.35,CHI,112,16,1.0,0.0,1.0
T.Suggs,2010,61.5,1.93,16,3,18,0,2,27,11,77,17,98,0.69,BLT,62,22,1.0,0.0,0.0
T.Hali,2010,57.5,1.88,17,5,17,0,4,25,12,59,18,101,0.55,KC,42,12,0.0,0.0,0.0
S.Tulloch,2010,59.9,1.86,48,0,16,1,6,5,13,102,1,7,1.3,TEN,111,6,0.0,0.0,0.0
J.Laurinaitis,2010,51.5,1.85,16,0,16,1,5,7,14,76,3,22,1.24,SL,98,13,0.0,0.0,0.0
P.Lenon,2010,66.3,1.85,30,1,16,2,6,3,15,83,2,14,1.18,ARZ,94,12,0.0,0.0,0.0
C.Matthews,2010,65.9,1.81,7,3,19,1,5,28,16,71,17,122,0.69,GB,68,22,1.0,1.0,0.0
J.Anderson,2010,64.4,1.77,28,2,16,1,5,7,17,87,4,26,1.2,CAR,98,13,0.0,0.0,0.0
D.Bishop,2010,53.5,1.77,33,2,18,1,8,6,18,75,4,32,1.21,GB,92,8,0.0,0.0,0.0
D.Johnson,2010,57.4,1.68,30,3,17,1,15,1,19,77,1,11,1.19,KC,97,8,0.0,0.0,0.0
D.Ware,2010,58.7,1.65,10,2,16,0,1,23,20,64,16,111,0.7,DAL,56,21,1.0,0.0,1.0
J.Vilma,2010,59.9,1.62,34,3,17,1,3,8,21,77,4,51,1.05,NO,76,7,1.0,0.0,0.0
T.Spikes,2010,46.1,1.59,27,0,16,3,9,1,22,74,0,0,1.08,SF,81,3,0.0,0.0,0.0
J.Mayo,2010,50.8,1.59,63,2,17,0,5,5,23,92,2,14,1.53,NE,117,5,1.0,1.0,0.0
A.Hawk,2010,57.1,1.57,44,0,20,3,11,4,24,73,1,5,1.1,GB,82,4,0.0,0.0,0.0
P.Willis,2010,49.4,1.57,27,2,15,0,5,6,25,73,6,46,1.36,SF,101,9,1.0,1.0,0.0
